id,canonical_name,city,county,address,active_lat,active_lng,lat_google,lng_google,distance_km,bucket,geo_source,google_place_name,google_formatted_address,google_match_type
724,NK Urania,,,"Dr.Šimuna Sikavice 7A, Baška Voda",43.3543161,16.9514643,43.354202199999996,16.952974299999997,0.123,close,both,NK Urania,"21320, Baška Voda",places_textsearch
809,NK Jadran (Š),Štefanec,Međimurska županija,"Nikole Tesle 1/a Štefanec 40 000 Čakovec, Štefanec",46.3734808,16.4927003,46.3739499,16.4912755,0.121,close,both,NK Jadran Štefanec,"Ulica Nikole Tesle 1a Štefanec, 40000, ČAKOVEC",places_textsearch
178,NK Slavonac,,Sisačko-moslavačka županija,"Sajmišna bb, Lipovljani",45.4028273,16.8832232,45.4024553,16.8817759,0.12,close,both,ŠNK Slavonac,"44322, Lipovljani",places_textsearch
368,NK Rasinja,Rasinja,,"TRG SVETOG FLORIJANA 16, 48000 RASINJA",46.1879999,16.7085329,46.188290699999996,16.710034099999998,0.12,close,both,"NOGOMETNI KLUB ""RASINJA""","Trg sv. Florijana 16, 48312, Rasinja",places_textsearch
58,HNK Primorac Biograd na Moru,Biograd na Moru,,"Ruđera Boškovića 9, 23210 Biograd na Moru",43.9403659,15.4551594,43.940421099999995,15.456626799999999,0.118,close,both,HNK Primorac Biograd n/m,"Ul. Lavoslava Ružičke, 23210, Biograd na Moru",places_textsearch
757,BŠK Zmaj,Blato,,"Ulica 32 br. 192, Blato, Otok Korčula, Hrvatska",42.9388312,16.7912696,42.9397847,16.790699099999998,0.116,close,both,BLATSKI ŠPORTSKI KLUB ZMAJ,"32. Ul. 19-2, 20271, Blato",places_textsearch
9,NK Slaven Belupo,Koprivnica,,"M. P. Miškine 10, 48000 Koprivnica",46.166803,16.835081,46.166145,16.833981599999998,0.112,close,both,NK Slaven Belupo,"Ul. Mihovila Pavleka Miškine 10, 48000, Koprivnica",places_textsearch
499,NK Eminovci,,Požeško-slavonska županija,"Vukovarska 140, Eminovci",45.3565213,17.7291335,45.355591,17.7286449,0.11,close,both,NK Dinamo,"34308, Eminovci",places_textsearch
95,NK Pitomača,Pitomača,,"Vinogradska 19, 33405 Pitomača",45.944240859882,17.229321960916,45.9450609,17.2300935,0.109,close,both,NK Pitomača,"Vinogradska ul. 19, 33405, Pitomača",places_textsearch
10,GNK Dinamo Zagreb,Zagreb,,"Maksimirska 128, 10000 Zagreb",45.818604866515,16.01835977764,45.818516599999995,16.016972100000004,0.108,close,both,GNK Dinamo,"Maksimirska Cesta 128, 10000, Zagreb",places_textsearch
474,NK Aršanj,Sedlarica,Virovitičko-podravska županija,"Sedlarica 7, Pitomača",45.8965853,17.1965771,45.897133600000004,17.197669599999998,0.104,close,both,NK Aršanj Sedlarica,"Sedlarica 7, 33405, Pitomača",places_textsearch
191,NK Buna,Mala Buna,Zagrebačka županija,"Malobunska cesta 2, 10413, Mala Buna, Hrvatska",45.643361,16.0553662,45.644208899999995,16.054881299999998,0.102,close,both,NK Buna,"Malobunska cesta 2, 10413, Mala Buna",places_textsearch
251,NK Oštrc,Zlatar,Krapinsko-zagorska županija,"Ulica braće Radić bb, 49250 ZLATAR",46.0931797,16.0718154,46.0929448,16.0730899,0.102,close,both,NK Oštrc Zlatar,"Ul. Braće Radić 10, 49250, Zlatar",places_textsearch
852,NK Žminj,,Istarska županija,"Pazinska 2G, Žminj",45.1439098,13.9086751,45.144408899999995,13.909755899999999,0.101,close,both,NK Žminj,"52341, Žminj",places_textsearch
57,NK Zagora Unešić,Unešić,,"Put škole 3, 22323 Unešić",43.7382351,16.1876725,43.7384221,16.186466199999998,0.099,close,both,NK Zagora Unešić,"P5QP+9H, 22323, Unešić",places_textsearch
150,NK Lokomotiva (K),,Sisačko-moslavačka županija,Lokomotivska 10,45.7821862,15.9684872,45.7812991,15.968331200000002,0.099,close,both,NK Lokomotiva,"Ul. Radoslava Cimermana 3, 10000, Zagreb",places_textsearch
556,NK BONK,,Brodsko-posavska županija,"Bebrina 182, 35254 Bebrina",45.0983958,17.8394853,45.098501399999996,17.838235600000004,0.099,close,both,NK BONK Bebrina,"35254, Bebrina",places_textsearch
205,NK Mladost (L),Marija Bistrica,Zagrebačka županija,"Zagrebačka 13 A, 49246 Marija Bistrica",46.0008045,16.1204646,46.001675899999995,16.120623,0.098,close,both,NK Mladost Marija Bistrica,"Zagrebačka ul. 13A, 49246, Podgorje Bistričko",places_textsearch
232,NK Mladost (OKS),Marija Bistrica,Zagrebačka županija,"Zagrebačka 13 A, 49246 Marija Bistrica",46.0008045,16.1204646,46.001675899999995,16.120623,0.098,close,both,NK Mladost Marija Bistrica,"Zagrebačka ul. 13A, 49246, Podgorje Bistričko",places_textsearch
238,NK Mladost (KD),Marija Bistrica,Zagrebačka županija,"Zagrebačka 13 A, 49246 Marija Bistrica",46.0008045,16.1204646,46.001675899999995,16.120623,0.098,close,both,NK Mladost Marija Bistrica,"Zagrebačka ul. 13A, 49246, Podgorje Bistričko",places_textsearch
560,NK Zvonimir,,Brodsko-posavska županija,"Sv. Filipa i Jakova 147, 35208 Donja Vrba",45.165308,18.1177481,45.164438499999996,18.1178283,0.097,close,both,Stadion NK ZVonimir Donja Vrba,"35207, Donja Vrba",places_textsearch
745,NK Štinjan,Pula,Istarska županija,"NK Štinjan, Pužar 32-Štinjan, 52100 Pula",44.8909715,13.8202874,44.891612099999996,13.8211052,0.096,close,both,NK Štinjan,"Pužar ul. 32, 52212, Pula",places_textsearch
168,NK PPG Rujevac,Rujevac,Sisačko-moslavačka županija,"Rujevac 99 44440 Dvor, 44440 Rujevac",45.1287137,16.2660282,45.128978499999995,16.2648752,0.095,close,both,NK PPG Rujevac,"44440, Rujevac",places_textsearch
341,NK Graničar (L),,Brodsko-posavska županija,"Ulica Klakar 26a, Klakar",45.1777369,17.9808798,45.1777144,17.9796621,0.095,close,both,NK Graničar,"Sjeverna vezna cesta 13, 35000, Brodski Varoš",places_textsearch
522,NK Graničar (SK),,Brodsko-posavska županija,"Ulica Klakar 26a, Klakar",45.1777369,17.9808798,45.1777144,17.9796621,0.095,close,both,NK Graničar,"Sjeverna vezna cesta 13, 35000, Brodski Varoš",places_textsearch
528,NK Graničar Brodski Varoš,,Brodsko-posavska županija,"Graničarska 1, 35000 Slavonski Brod",45.1777369,17.9808798,45.1777144,17.9796621,0.095,close,both,NK Graničar,"Sjeverna vezna cesta 13, 35000, Brodski Varoš",places_textsearch
547,NK Graničar (MM),,Brodsko-posavska županija,"Ulica Klakar 26a, Klakar",45.1777369,17.9808798,45.1777144,17.9796621,0.095,close,both,NK Graničar,"Sjeverna vezna cesta 13, 35000, Brodski Varoš",places_textsearch
557,NK Graničar (SŠ),,Brodsko-posavska županija,"Ulica Klakar 26a, Klakar",45.1777369,17.9808798,45.1777144,17.9796621,0.095,close,both,NK Graničar,"Sjeverna vezna cesta 13, 35000, Brodski Varoš",places_textsearch
621,NK Lila,,Osječko-baranjska županija,"LILE PEJAČEVIĆ 24, Lila",45.5539033,18.1219159,45.5538193,18.1207069,0.095,close,both,NK Lila,"Ul. Lile Pejačević 24, 31500, Lila",places_textsearch
661,NK DOŠK Drniš,Drniš,Šibensko-kninska županija,"Podvornica 8, 22320 Drniš",43.8610298,16.156959,43.8616305,16.1578095,0.095,close,both,NK DOŠK Drniš,"PODVORNICA 8, 22320, Drniš",places_textsearch
694,NK Nosteria,,Vukovarsko-srijemska županija,"Križnog Puta 4, Nuštar",45.3290186,18.8382258,45.3290788,18.8370124,0.095,close,both,NK Nosteria Nuštar,"32221, Nuštar",places_textsearch
90,NK Grobničan,Mavrinci,,"Mavrinci 4, 51219 Čavle",45.3467766,14.5004081,45.3474625,14.499709500000002,0.094,close,both,NK Grobničan,"Mavrinci 4, 51219, Čavle",places_textsearch
131,HNK Val Kaštel Stari,Kaštel Stari,,"TAMUNIĆ 46, 21212 Kaštel Sućurac",43.5533286,16.345825,43.553299599999995,16.346985999999998,0.094,close,both,HNK Val (KS),"Cesta Dr. Franje Tuđmana 701, 21216, Kaštel Stari",places_textsearch
223,NK Gaj,Mače,Zagrebačka županija,"Gaj 28a, Gaj",46.0935427,16.0433754,46.0942497,16.0440483,0.094,close,both,NK Gaj Mače,"Mače 30A, 49251, Mače",places_textsearch
135,HNK Jadran Kaštel Sućurac,Kaštel Sućurac,,"Tamunic 46, 21212, Kaštel Sućurac, Hrvatska",43.5495057,16.4220903,43.5503011,16.4223125,0.09,close,both,HNK Jadran (KS),"21212, Kaštel Sućurac",places_textsearch
189,NK Dubrava,Zagreb,Zagrebačka županija,"Aleja Blaža Jurišića 2, 10040 Zagreb",45.8367424,16.0538098,45.8373328,16.054603099999998,0.09,close,both,NK Dubrava Tim Kabel,"Aleja Blaža Jurišića 2, 10040, Zagreb",places_textsearch
575,NK FEŠK,Feričanci,Osječko-baranjska županija,"Ul. Kolodvorska 5E, 31512, Feričanci, Croatia",45.5257313,17.9733411,45.5251185,17.974089499999998,0.09,close,both,NK FEŠK Feričanci,"Ul. Kolodvorska 5E, 31512, Feričanci",places_textsearch
19,HNK Cibalia Vinkovci,Vinkovci,,"H. D. Genschera 10b, 32100 Vinkovci, Hrvatska",45.28375,18.79612,45.2837329,18.797247,0.088,close,both,Stadion HNK Cibalia Vinkovci,"Ul. Hansa Dietricha Genschera 22, 32100, Vinkovci",places_textsearch
644,NK Jadran Habjanovci,Habjanovci,Osječko-baranjska županija,"Fiskulturna 1, Habjanovci",45.5403663,18.424968,45.5398158,18.4257782,0.088,close,both,NK Jadran Habjanovci,"31223, Habjanovci",places_textsearch
66,NK Urania Baška Voda,Baška Voda,,"Dr. Šimuna Sikavice 7A, 21320 Baška Voda",43.3534566,16.9528401,43.354202199999996,16.952974299999997,0.084,close,both,NK Urania,"21320, Baška Voda",places_textsearch
531,NK Dubrava (Z),,Brodsko-posavska županija,"Dubrava 4, Zadubravlje",45.1689901,18.1554033,45.1696378,18.1558654,0.081,close,both,NK Dubrava Zadubravlje,"35211, Zadubravlje",places_textsearch
657,NK Zrinski Vinogradci,,Osječko-baranjska županija,"K.TOMISLAVA 61, Vinogradci",45.6632049,18.3646902,45.663711,18.3639829,0.079,close,both,NK Zrinski Vinogradci,"Rudina Pašnjak 1, 31551, Vinogradci",places_textsearch
748,NK Novigrad 1947,Novigrad,Istarska županija,"Emonijska 4, Novigrad",45.3174062,13.5682582,45.316821999999995,13.568799499999999,0.078,close,both,NK Novigrad,"Lako ul., 52466, Novigrad",places_textsearch
28,ŽNK Virovitica,Virovitica,,Stanka Vraza 45-33000 Virovitica,45.8389754,17.3832669,45.8395614,17.3827277,0.077,close,both,NK Virovitica,"33000, Virovitica",places_textsearch
143,NK BSK Budaševo,Budaševo,Sisačko-moslavačka županija,"Trg Marijana Šokčevića 1, Budaševo",45.47606,16.4368967,45.476654599999996,16.436400799999998,0.077,close,both,NK BSK Budaševo,"Trg Marijana Šokčevića, 44202, Budaševo",places_textsearch
340,NK Prugovac,,Koprivničko-križevačka županija,"Kozarevačka 2, Prugovac",45.9699075,17.1202283,45.9695337,17.1210689,0.077,close,both,NK Prugovac,"Vinogradska ul. 1, 48362, Prugovac",places_textsearch
435,NK Vrbovsko,Vrbovsko,Primorsko-goranska županija,"Ivana Gorana Kovačića 16, Vrbovsko",45.3740037,15.0781121,45.373588299999994,15.077326,0.077,close,both,NK Vrbovsko,"Ul. Ivana Gorana Kovačića 18, 51326, Vrbovsko",places_textsearch
473,NK Sokol (M),Milanovac,Virovitičko-podravska županija,"Vinogradski put 1,odvojak 6,Milanovac",45.8060459,17.3875602,45.8053569,17.3876533,0.077,close,both,NK Sokol Milanovac,"30. svibnja 29, 33000, Milanovac",places_textsearch
727,NK Omladinac Vranjic,,Splitsko-dalmatinska županija,"Pri sela 1, Vranjic",43.5309049,16.4734969,43.5309367,16.4725738,0.075,close,both,NK Omladinac Vranjic,"Ul. Pri sela 1, 21211, Vranjic",places_textsearch
125,NK Banjole,Banjole,,"Glavica 11 a, Banjole, 52100 Pula",44.8191083,13.8617564,44.8196018,13.8623687,0.073,close,both,NK Banjole,"Glavica 11A, 52100, Banjole",places_textsearch
410,NK Croatia Klokočevac,Bjelovar,Bjelovarsko-bilogorska županija,Klokočevac 93a Bjelovar,45.9156493,16.7881302,45.9151443,16.7875332,0.073,close,both,NK Croatia - Klokočevac,"Klokočevac 93A, 43211, Klokočevac",places_textsearch
81,NK Lučko,Zagreb,,"Puškarićeva ulica 122, 10250 Lučko",45.76049,15.867824,45.7599034,15.868226499999999,0.072,close,both,NK Lučko,"Puškarićeva ul. 122, 10250, Lučko",places_textsearch
332,NK Tomislav Radnik,Sv. Ivan Žabno,Koprivničko-križevačka županija,"Ulica kralja Tomislava 1,48214 Sv. Ivan Žabno",45.9434108,16.6020096,45.9440609,16.602023199999998,0.072,close,both,NK Tomislav,"ŽC3052 11, 48214, Sveti Ivan Žabno",places_textsearch
54,NK Junak Sinj,Sinj,,"Put Šumarije 1A, 21230 Sinj",43.702347,16.653878,43.7028294,16.653297700000003,0.071,close,both,NK Junak,"Put Šumarije 16, 21230, Sinj",places_textsearch
511,NK Budainka Kolonija,,Brodsko-posavska županija,"Bilogorska b. b., 35000 Slavonski Brod",45.1728049,17.9925026,45.172165299999996,17.9924867,0.071,close,both,NK Budainka Kolonija,"Bilogorska ul. 32, 35000, Slavonski Brod",places_textsearch
862,NK NAŠK,,,"P.PRERADOVIĆA 23, Našice",45.4856558,18.091663,45.485626599999996,18.090753499999998,0.071,close,both,NK NAŠK,"Ul. Petra Preradovića 23, 31500, Našice",places_textsearch
510,NK Posavina (VK),Velika Kopanica,Brodsko-posavska županija,"Vladimira Nazora 2, 35221 Velika Kopanica",45.1581062,18.3958732,45.1574792,18.3959402,0.07,close,both,NK Posavina - Velika Kopanica nogometno igralište i klub,"Ul. Vladimira Nazora 1a, 35221, Velika Kopanica",places_textsearch
67,HNK Sloga Mravince,Mravince,,"Gajeva 2A, 21209 Mravince",43.5325663,16.5184153,43.5328096,16.5176332,0.069,close,both,HNK Sloga Mravince,"21209, Mravince",places_textsearch
867,HNK Fruškogorac,,Vukovarsko-srijemska županija,"Fruškogorska 2, Ilok",45.2235636,19.3608434,45.2229568,19.3606862,0.069,close,both,HNK Fruškogorac Ilok,"Fruškogorska ul., 32236, Ilok",places_textsearch
2,NK Osijek,Osijek,,"J. J. Strossmayera 126B, 31000 Osijek",45.56659,18.65786,45.566533,18.6569862,0.068,close,both,NK Osijek,"Ul. Josipa Jurja Strossmayera 126b, 31000, Osijek",places_textsearch
69,HNK Segesta,Sisak,,"Borisa Brnada 56, Sisak 44000, Hrvatska",45.478305,16.377278,45.4783238,16.3764099,0.068,close,both,HNK Segesta,"Ul. Borisa Brnada 56, 44000, Sisak",places_textsearch
29,NK Međimurje Čakovec,Cakovec,,"Športska 2, Čakovec",46.391524,16.422378,46.391498899999995,16.421501199999998,0.067,close,both,NK Međimurje Čakovec,"Športska ul. 2, 40000, Čakovec",places_textsearch
508,NK Ovčare,Ovčare,Požeško-slavonska županija,"Ovčare 15, Ovčare",45.3968014,17.7879708,45.397054399999995,17.7872223,0.065,close,both,Stadion NK Ovčare,"34335, Ovčare",places_textsearch
263,NK Mladost - Buzin,Zagreb,Grad Zagreb,"Ulica Mladosti I. odvojak 3, HR-10010 Zagreb",45.7495569,15.989185,45.7492708,15.989884199999999,0.063,close,both,NK Mladost Buzin,"Mladosti ul. odv. III, 10010, Buzin",places_textsearch
402,NK Napredak Rajić,,Bjelovarsko-bilogorska županija,Rajić 73,45.8980415,16.7050598,45.8985634,16.7053392,0.062,close,both,NK NAPREDAK RAJIĆ,"Rajić 73, 43252, Rajić",places_textsearch
794,NK Sloga (Š),,Međimurska županija,"Štrigova 89, Štrigova",46.3775096,16.4507241,46.3780445,16.4504883,0.062,close,both,NK Sloga,"Ul. Mihovila Pavleka Miškine, 40000, Čakovec",places_textsearch
633,NK LIV 1949,Vladislavci,Osječko-baranjska županija,"Športska b. b. 31404, Vladislavci",45.4550483,18.5707424,45.4555906,18.5708353,0.061,close,both,NK LIV 1949 Vladislavci,"31404, Vladislavci",places_textsearch
5,HNK Rijeka,Rijeka,,"Rujevica 10, 51000 Rijeka",45.347681,14.402144,45.3479342,14.401489000000002,0.058,close,both,HNK Rijeka,"51000, Rijeka",places_textsearch
565,NK Hajduk (P),,Osječko-baranjska županija,"Športska ulica 13, Popovac",45.6659547,18.2829035,45.665811,18.283614699999998,0.058,close,both,"NK ""Hajduk"" Marijanci","Ulica bana Josipa Jelačića 46, 31555, Marijanci",places_textsearch
574,NK Tomislav - Livana,Livana,,"Cvjetna b. b., Livana",45.5275454,18.6153058,45.52776850000001,18.615973399999998,0.058,close,both,"NK ""Tomislav"" Livana","31431, Livana",places_textsearch
577,NK Hajduk (M),,Osječko-baranjska županija,"BANA JOSIPA JELAČIĆA 44A, Marijanci",45.6659547,18.2829035,45.665811,18.283614699999998,0.058,close,both,"NK ""Hajduk"" Marijanci","Ulica bana Josipa Jelačića 46, 31555, Marijanci",places_textsearch
593,NK Hajduk (ŠP),,Osječko-baranjska županija,,45.6659547,18.2829035,45.665811,18.283614699999998,0.058,close,both,"NK ""Hajduk"" Marijanci","Ulica bana Josipa Jelačića 46, 31555, Marijanci",places_textsearch
659,NK Tomislav (Š),,Osječko-baranjska županija,"B. RADIĆA 34, Šag",45.5275454,18.6153058,45.52776850000001,18.615973399999998,0.058,close,both,"NK ""Tomislav"" Livana","31431, Livana",places_textsearch
491,NK Hrvatski Dragovoljac (D),,Požeško-slavonska županija,"Brodski Drenovac 184a, Brodski Drenovac",45.2155603,17.7428582,45.215668,17.7421562,0.056,close,both,NK Hrvatski Dragovoljac,"34315, Brodski Drenovac",places_textsearch
94,NK Bilogora 91,Grubišno Polje,,"Trg bana Josipa Jelačića br. 1, Grubišno Polje",45.705039,17.1741882,45.7049358,17.174884,0.055,close,both,NK Bilogora '91,"Ul. Matije Gupca 22, 43290, Grubišno Polje",places_textsearch
49,NK Slavonija Požega,Požega,,"Dr. Franje Tuđmana 4, 34 000 Požega",45.336623,17.6735827,45.336672,17.6728958,0.054,close,both,NK Slavonija Požega,"Ul. Antuna Mihanovića 10, 34000, Požega",places_textsearch
132,HNK Šibenik,Sibenik,,"Bana Josipa Jelačića 9A, Šibenik",43.744024,15.895884,43.7443429,15.896385,0.054,close,both,HNK Šibenik,"Ul. bana Josipa Jelačića 9a, 22000, Šibenik",places_textsearch
766,NK Omladinac Lastovo,Lastovo,Dubrovačko-neretvanska županija,"Luža 2, 20290 Lastovo",42.7667528,16.8959014,42.767170799999995,16.8962298,0.054,close,both,NK Omladinac Lastovo,"Luža 2, 20290, Lastovo",places_textsearch
8,NK Varaždin,Varaždin,,"Zagrebačka 94, 42000 Varaždin",46.293434,16.344355,46.2932306,16.3437382,0.053,close,both,NK Varaždin,"Zagrebačka ul. 94, 42000, Varaždin",places_textsearch
55,RNK Split,Split,,"Hrvatske mornarice 10, 21000 Split",43.519154,16.444175,43.5191643,16.4435161,0.053,close,both,RNK Split,"Ul. Hrvatske Mornarice 10, 21000, Split",places_textsearch
691,NK Šokadija (Đ),Stari Mikanovci,Vukovarsko-srijemska županija,"Školska 11, 32284 Stari Mikanovci",45.2871775,18.5542819,45.286830599999995,18.5538147,0.053,close,both,NK Šokadija,"Ul. Svetog Nikole 12, 32284, Stari Mikanovci",places_textsearch
692,NK Šokadija (SM),Stari Mikanovci,Vukovarsko-srijemska županija,"Školska 11, 32284 Stari Mikanovci",45.2871775,18.5542819,45.286830599999995,18.5538147,0.053,close,both,NK Šokadija,"Ul. Svetog Nikole 12, 32284, Stari Mikanovci",places_textsearch
736,NK Hvar,Hvar,Splitsko-dalmatinska županija,"Demetrija Hvarskog 2, 21450 Hvar",43.1668151,16.4464148,43.16676,16.4470652,0.053,close,both,NOGOMETNI KLUB HVAR,"Demetrija Hvarskog 2, 21450, Hvar",places_textsearch
92,NK Graničar Kotoriba,Kotoriba,,Kotoriba,46.3483305,16.8145703,46.348157199999996,16.8139355,0.052,close,both,NK Graničar Kotoriba,"Ul. Nikole Zrinskog 20, 40329, Kotoriba",places_textsearch
551,NK Batrina,,Brodsko-posavska županija,"Trg Ljudevita Gaja 38B, Batrina",45.1880293,17.6630254,45.1877248,17.6625248,0.052,close,both,NK Batrina,"TRG. LJ.GAJA BB, Batrina, 35410, Batrina",places_textsearch
32,NK Polet Sv. Martin na Muri,Sv. Martin na Muri,,"Dunajska 44, 40313 Sv. Martin na Muri",46.5299088,16.3610909,46.5294476,16.3611146,0.051,close,both,NK Polet Sveti Martin na Muri,"Dunajska ul. 44, 40313, Sveti Martin na Muri",places_textsearch
758,NK Slaven Gruda,,Dubrovačko-neretvanska županija,"Gruda 154, Gruda",42.5211516,18.3791445,42.521404499999996,18.3786219,0.051,close,both,HNK Slaven Gruda,"G9CH+HC, 20216, Gruda",places_textsearch
20,NK Croatia Zmijavci,Zmijavci,,"Kujundžušin put 12, 21266 Zmijavci",43.413972,17.204907,43.4135281,17.204845499999998,0.05,exact,both,NK Croatia Zmijavci,"21266, Zmijavci",places_textsearch
272,NK Studentski Grad,Zagreb,Grad Zagreb,"Gjure Prejca 4, 10 040 Zagreb",45.8339207,16.060935,45.8340111,16.0615611,0.05,exact,both,NK Studentski grad,"Ul. Gjure Prejca, 10000, Zagreb",places_textsearch
6,NK Istra 1961,Pula,,"Mate Balote 11, 52100 Pula",44.861679,13.851346,44.861433399999996,13.850824099999999,0.049,exact,both,NK Istra 1961,"Ul. Mate Balote 11, 52100, Pula",places_textsearch
116,NK OŠK Omišalj,Omišalj,,"Pušća 250, 51513 Omišalj",45.216519,14.5607,45.216269999999994,14.560181,0.049,exact,both,NK OŠK Omišalj,"Ul. Pušća 93, 51513, Omišalj",places_textsearch
183,NK Nafta,,Sisačko-moslavačka županija,"Kozarice 124, 443220 Kozarice",45.3872546,16.9648034,45.3870728,16.9642455,0.048,exact,both,NK Nafta Kozarice,"44322, Kozarice",places_textsearch
470,NK Otrovanec,Otrovanec,Virovitičko-podravska županija,"Otrovanec bb, Pitomača",45.9260643,17.209808,45.9259676,17.2104092,0.048,exact,both,NK Otrovanec,"Otrovanec 206, 33405, Otrovanec",places_textsearch
108,NK Vinogorac Brodsko Vinogorje,,,"Zlatka Balokovića 1, 35000 Slavonski Brod",45.1805991,17.9979766,45.1810173,17.997861999999998,0.047,exact,both,Stadion NK Vinogorac,"Vinogorčeva ul. 2, 35000, Slavonski Brod",places_textsearch
159,NK Dinamo (J),Kapela Dvor,Virovitičko-podravska županija,"Kapela Dvor 24,Lukač",45.8901043,17.4212341,45.890448899999996,17.420889799999998,0.047,exact,both,Kapela Dvor,"33406, Kapela Dvor",places_textsearch
376,NK Udarnik,Kućan Gornji,,"Varaždinska 168, 42000 Varaždin, 42000 Kućan Gornji",46.2760164,16.3770589,46.276359799999994,16.3767237,0.046,exact,both,NK Udarnik 32,"Varaždinska ul. 168, 42000, Gornji Kućan",places_textsearch
461,ŠN Graničar Okrugljača,Okrugljača,Virovitičko-podravska županija,"Okrugljača 60, 33404 Šp.Bukovica",45.932752,17.3675922,45.932772299999996,17.368189800000003,0.046,exact,both,Okrugljača,Okrugljača,places_textsearch
13,NK Dubrava Tim Kabel,Zagreb,,"Aleja Blaža Jurišića 2, 10040 Zagreb",45.837717,16.054805,45.8373328,16.054603099999998,0.045,exact,both,NK Dubrava Tim Kabel,"Aleja Blaža Jurišića 2, 10040, Zagreb",places_textsearch
105,NK Borac Kneževi Vinogradi,Kneževi Vinogradi,,"Hrvatske Republike 3, Kneževi Vinogradi",45.7468515,18.7330933,45.7469818,18.7325388,0.045,exact,both,Stadion NK Borac,"Glavna ul. 48, 31309, Kneževi Vinogradi",places_textsearch
309,NK Sloboda (VŽ),Varaždin,Varaždinska županija,"Ognjena Price 31, 42000 Varaždin",46.3133324,16.3415822,46.3134802,16.3410299,0.045,exact,both,NK Sloboda,"O. Price 31, 42000, Varaždin",places_textsearch
312,ŠNK Radnički,Hrženica,Varaždinska županija,"Ludbreška 30, Hrženica, 42233 Sveti Đurđ",46.2955039,16.5826548,46.295703599999996,16.582148699999998,0.045,exact,both,NK Radnički Hrženica,"Ludbreška ul. 30, 42233, Hrženica",places_textsearch
65,NK Uskok Klis,Klis,,"Iza grada 4, 21231 Klis",43.561324314397,16.524438899183,43.5611434,16.5239548,0.044,exact,both,NK Uskok Klis,"Ulica Iza grada, 21231, Klis",places_textsearch
314,ŠNK Polet (M),Varaždinske Toplice,Varaždinska županija,"Tuhovec 199/1, Varaždinske Toplice",46.2115597,16.4596598,46.211949999999995,16.459553,0.044,exact,both,ŠNK Polet Tuhovec,"42223, Tuhovec",places_textsearch
100,NK Graničar Đurđevac,Đurđevac,,"Antuna Radića 23, Đurđevac",46.0436624,17.0731144,46.043860599999995,17.0726573,0.042,exact,both,NK Graničar Đurđevac,"Ul. Antuna Radića 23, 48350, Đurđevac",places_textsearch
395,NK Skok,Bjelovar,Bjelovarsko-bilogorska županija,NOVI SKUCANI-43000BJELOVAR-Hrvatska,45.9368274,16.814603,45.9366385,16.815065999999998,0.042,exact,both,NK Skok Skucani,"43211, Novi Skucani",places_textsearch
177,NK Jasenovac,Jasenovac,Sisačko-moslavačka županija,Trg kralja Petra Svačića 19 44324 Jasenovac,45.269321,16.9099825,45.2690517,16.9103441,0.041,exact,both,NK Jasenovac,"44324, Jasenovac",places_textsearch
313,NK Mladost (VŽ),,Varaždinska županija,"Ulica Metela Ožegovića 21, Margečan",46.2841551,16.3323699,46.284282999999995,16.3328642,0.041,exact,both,NK Mladost Varaždin,"Sportska ul. 25, 42000, Varaždin",places_textsearch
408,ONK Šandrovac,,Bjelovarsko-bilogorska županija,"Bjelovarska ulica b. b., Šandrovac",45.9048098,17.0178769,45.9051067,17.0181617,0.04,exact,both,Onk Šandrovac,"Bjelovarska ul. bb, 43227, Šandrovac",places_textsearch
572,NK Polača,,Zadarska županija,"Polača 231A, Polača",44.0283367,15.5013495,44.0281745,15.500903699999999,0.04,exact,both,NOGOMETNI KLUB POLAČA,"Tinj 154, 23423, Polača",places_textsearch
16,NK Dugopolje,Dugopolje,,"Matice hrvatske 11, Dugopolje",43.588036,16.573949,43.588042,16.5734641,0.039,exact,both,NK Dugopolje,"Stadion, Hrvatski vitezovi, Ul. Matice Hrvatske 57, 21204, Dugopolje",places_textsearch
120,NK Pomorac,Kostrena,,"ŽUKNICA 7 A, 51221 Kostrena, Kostrena , 51221",45.304908,14.497509,45.3051586,14.497864799999999,0.039,exact,both,NK Pomorac,"51221, Kostrena, Hrvatska",places_textsearch
15,HNK Orijent,Rijeka,,"Kumičićeva 66, 51 000 Rijeka",45.323716,14.468411,45.3239875,14.4681201,0.038,exact,both,HNK Orijent 1919,"Kumičićeva ul. 66, 51000, Rijeka",places_textsearch
35,NK Oriolik Oriovac,Oriovac,,"Mate Gabrića bb, 35250 Oriovac",45.163477,17.748785,45.163556299999996,17.7483286,0.037,exact,both,NK Oriolik Oriovac,"35250, Oriovac",places_textsearch
315,ŠNK Poljoprivrednik,Mali Bukovec,Varaždinska županija,"Kapela P. 1b, 42231 Mali Bukovec",46.2699526,16.6974549,46.2696191,16.6974257,0.037,exact,both,NK Poljoprivrednik,"Kapela Podravska 1B, 42231, Kapela Podravska",places_textsearch
415,NK BŠK Brezovac,,Bjelovarsko-bilogorska županija,"Športska ulica 5, Brezovac",45.8674588,16.8383912,45.8675119,16.8379366,0.036,exact,both,NK BŠK Brezovac,"Športska ul. 5, 43000, Brezovac",places_textsearch
900,NK Zagreb,Zagreb,,"Veslačka 1a, 10000 Zagreb",45.7890966,15.9579096,45.7887792,15.9579058,0.035,exact,both,NK Zagreb,"Veslačka ul. 1, 10000, Zagreb",places_textsearch
